Name,X-Coordinate,Y-Coordinate,Tag,Rain Gage,Outlet,Area (ha),Width (m),Flow Length (m),Slope (%),Imperv. (%),N Imperv,N Perv,Dstore Imperv (mm),Dstore Perv (mm),Zero Imperv (%),Subarea Routing,Percent Routed (%),Curb Length
S00966TTTT,179332.172,552066.7,공원,huff_2yr,S00866TTTT,0.09,30,30,0.723,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S00967TTTT,179362.172,552066.7,공원,huff_2yr,S00867TTTT,0.09,30,30,0.697,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S00968TTTT,179383.6,552062.6,공원,huff_2yr,S00868TTTT,0.03151,17.751,17.751,0.623,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01037TTTF,178474.547,552038.563,녹지,huff_2yr,SN01038,0.015018,12.255,12.255,1.435,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01041TFFT,178583.6,552043.5,자족시설,huff_2yr,SD01042,0.046491,21.562,21.562,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01042TTFT,178612.875,552040.563,자족시설,huff_2yr,SD01043,0.066308,25.75,25.751,1.193,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01043TTFT,178642.656,552037.6,자족시설,huff_2yr,S01044TTTT,0.084311,29.036,29.037,0.908,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01044TTTT,178672.172,552036.7,자족시설,huff_2yr,SD00945,0.09,30,30,0.896,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01045TTTT,178702.172,552036.7,자족시설,huff_2yr,SD00945,0.09,30,30,0.917,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01046TTTT,178732.172,552036.7,자족시설,huff_2yr,SD00947,0.09,30,30,0.734,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01047TTTT,178762.172,552036.7,자족시설,huff_2yr,SD00948,0.09,30,30,0.837,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01048TTTT,178792.172,552036.7,자족시설,huff_2yr,SD00948,0.089993,29.999,29.999,0.798,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01049FTTT,178821.609,552035.1,자족시설,huff_2yr,SD00950,0.080385,28.352,28.352,0.754,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01050FTTT,178851.438,552032.1,자족시설,huff_2yr,SD00951,0.062148,24.93,24.929,0.735,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01051FTTT,178881.672,552030.1,자족시설,huff_2yr,SD00951,0.046089,21.468,21.469,0.733,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01052FTTF,178912.3,552035.7,자족시설,huff_2yr,S00952TTTT,0.045458,21.321,21.321,0.768,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01053TFFT,178942.328,552041.5,자족시설,huff_2yr,S00953TTTT,0.04782,21.868,21.868,0.769,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01054TTFT,178973.016,552041.438,자족시설,huff_2yr,S00954TTTT,0.061086,24.716,24.715,0.768,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01055TTFF,178994.016,552040,자족시설,huff_2yr,SD00955,0.033456,18.291,18.291,0.768,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01056TFTT,179033.953,552036.1,자족시설,huff_2yr,SD00956,0.078932,28.095,28.095,0.768,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01057TTTT,179062.172,552036.7,자족시설,huff_2yr,S00957TTTT,0.09,30,30,0.765,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01058TTTF,179086.047,552038.8,자족시설,huff_2yr,SD00958,0.050213,22.408,22.409,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01059FFTT,179135.766,552024.9,자족시설,huff_2yr,SD00960,0.002007,4.48,4.48,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01060TTTT,179153.563,552035.75,자족시설,huff_2yr,SD00961,0.080664,28.401,28.402,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01061TTTT,179182.172,552036.7,자족시설,huff_2yr,SD00962,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01062TTTT,179212.172,552036.7,자족시설,huff_2yr,SD00963,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01063FTTF,179237.063,552036.6,자족시설,huff_2yr,SD00964,0.043302,20.809,20.809,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01064FTTT,179271.516,552032,자족시설,huff_2yr,SD00965,0.061295,24.758,24.758,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01065FTTT,179301.563,552029.75,자족시설,huff_2yr,S00966TTTT,0.046042,21.457,21.458,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01066FTTF,179332.4,552034.7,자족시설,huff_2yr,S00967TTTT,0.045372,21.301,21.3,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01067TFTT,179365.25,552039.438,공원,huff_2yr,S00968TTTT,0.05868,24.224,24.224,0.723,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01068TTTT,179384.453,552046.063,공원,huff_2yr,S00968TTTT,0.015785,12.564,12.564,0.726,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01137TTTT,178476.359,552018.938,녹지,huff_2yr,S01138FTTT,0.000999,3.16,3.161,1.435,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01138FTTT,178493.266,552007.4,자족시설,huff_2yr,S01139FTTT,0.082981,28.806,28.807,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01139FTTT,178522.172,552006.7,자족시설,huff_2yr,SD01140,0.09,30,30,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01140FFTT,178554.266,552006,자족시설,huff_2yr,SD01141,0.030059,17.337,17.338,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01141FTTT,178581.547,552003.438,자족시설,huff_2yr,SD01142,0.069992,26.456,26.456,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01142FTTT,178611.328,552000.5,자족시설,huff_2yr,SD01143,0.052314,22.872,22.873,0.976,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01143FTTF,178640.766,551997.938,자족시설,huff_2yr,S01044TTTT,0.034395,18.546,18.546,0.918,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01144TFFT,178677.3,552006.75,자족시설,huff_2yr,S01045TTTT,0.018528,13.612,13.612,0.858,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01145TTFT,178702.422,552013.25,자족시설,huff_2yr,S01046TTTT,0.036323,19.059,19.058,0.904,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01146TTFT,178733.1,552013.25,자족시설,huff_2yr,S01047TTTT,0.050009,22.363,22.362,0.837,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01147TTFT,178762.844,552010.25,자족시설,huff_2yr,SD01048,0.068434,26.16,26.16,0.815,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01148TTFT,178792.578,552007.4,보행자전용도로,huff_2yr,SD01048,0.085859,29.302,29.301,0.748,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01149TTTT,178822.172,552006.7,자족시설,huff_2yr,SD01050,0.09,30,30,0.743,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01150TTTT,178852.172,552006.7,자족시설,huff_2yr,SD01051,0.09,30,30,0.707,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01151TTTT,178882.172,552006.7,자족시설,huff_2yr,SD01051,0.09,30,30,0.752,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01152TTTT,178912.172,552006.7,근생용지,huff_2yr,SD01052,0.09,30,30,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01153FTTF,178942.156,552006.7,근생용지,huff_2yr,SD01053,0.089899,29.983,29.983,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01155FFFT,178999.359,552002.75,자족시설,huff_2yr,SD01055,0.022649,15.05,15.049,0.77,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01156TTFT,179032.188,552006.7,자족시설,huff_2yr,SD01056,0.089927,29.988,29.988,0.768,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01157TTFT,179061.828,552007,자족시설,huff_2yr,S01057TTTT,0.087696,29.614,29.613,0.763,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01158TTFF,179080.375,552014.938,자족시설,huff_2yr,SD01058,0.009741,9.869,9.87,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01159FFTT,179131.047,552003.6,자족시설,huff_2yr,SD01060,0.032671,18.075,18.075,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01160TTTT,179152.172,552006.7,자족시설,huff_2yr,S01061TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01161TTTT,179182.172,552006.7,자족시설,huff_2yr,S01062TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01162TTTT,179212.172,552006.7,자족시설,huff_2yr,SD01063,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01163FFTT,179243.7,552006.8,자족시설,huff_2yr,SD01064,0.04188,20.465,20.464,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01164TTTT,179272.172,552006.7,자족시설,huff_2yr,SD01065,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01165TTTT,179302.172,552006.7,자족시설,huff_2yr,SD01066,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01166TTTT,179332.172,552006.7,자족시설,huff_2yr,SD01067,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01167TFTT,179366.422,552006.8,공원,huff_2yr,S01068TTTT,0.044123,21.005,21.006,0.723,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01168TTTT,179382.609,552003.1,공원,huff_2yr,OF8,0.027952,16.719,16.719,0.766,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01238TTTT,178497.453,551977.9,자족시설,huff_2yr,SD01239,0.057354,23.949,23.948,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01239TTTF,178521.188,551977.2,자족시설,huff_2yr,SD01240,0.083818,28.951,28.952,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01240TFTT,178560.469,551975.563,자족시설,huff_2yr,S01241TTTT,0.038868,19.715,19.715,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01241TTTT,178582.172,551976.7,자족시설,huff_2yr,S01242TTTT,0.09,30,30,1.193,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01242TTTT,178612.172,551976.7,자족시설,huff_2yr,SD01243,0.09,30,30,0.901,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01243TTTF,178639.828,551977.3,자족시설,huff_2yr,SD01144,0.075478,27.473,27.474,0.824,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01244FFTT,178680.047,551975.5,자족시설,huff_2yr,SD01145,0.041936,20.478,20.479,0.917,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01245FTTT,178702.078,551976.563,자족시설,huff_2yr,SD01146,0.089227,29.871,29.871,0.743,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01246FTTT,178731.563,551974.3,자족시설,huff_2yr,SD01147,0.075283,27.438,27.437,0.837,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01247FTTT,178761.344,551971.2,자족시설,huff_2yr,SD01147,0.056599,23.791,23.79,0.813,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01248FTTT,178791.281,551968.75,보행자전용도로,huff_2yr,S01149TTTT,0.038916,19.727,19.727,0.763,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01249FTTF,178822.156,551975.6,자족시설,huff_2yr,S01150TTTT,0.034516,18.579,18.578,0.738,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01250TFFT,178852.75,551984.25,자족시설,huff_2yr,S01151TTTT,0.036327,19.06,19.059,0.734,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01251TTFT,178883.063,551982.938,자족시설,huff_2yr,S01151TTTT,0.052135,22.833,22.833,0.765,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01252TTFT,178912.828,551979.9,근생용지,huff_2yr,S01152TTTT,0.070462,26.545,26.544,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01253TTFF,178942.5,551977.2,근생용지,huff_2yr,SD01153,0.086997,29.495,29.496,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01258FFTT,179106.875,551962.4,자족시설,huff_2yr,SD01159,8.90E-05,0.944,0.943,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01259TTTT,179124.781,551975.3,자족시설,huff_2yr,S01160TTTT,0.072582,26.941,26.941,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01260TTTT,179152.172,551976.7,자족시설,huff_2yr,S01161TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01261TTTT,179182.172,551976.7,자족시설,huff_2yr,S01162TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01262TTTF,179211.6,551977.063,자족시설,huff_2yr,SD01163,0.086298,29.377,29.376,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01263TFTT,179249.359,551976.063,자족시설,huff_2yr,S01164TTTT,0.043479,20.852,20.851,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01264TTTT,179272.172,551976.7,자족시설,huff_2yr,S01165TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01265TTTT,179302.172,551976.7,자족시설,huff_2yr,S01166TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01266TTTT,179332.172,551976.7,자족시설,huff_2yr,SD01167,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01267TFFT,179362.922,551976.8,공원,huff_2yr,S01168TTTT,0.04208,20.513,20.514,0.766,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01268TTTT,179388.766,551975.25,공원,huff_2yr,S01168TTTT,0.067605,26.001,26.001,0.766,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01338TTTT,178501.734,551948.9,녹지,huff_2yr,SD01339,0.030729,17.53,17.529,1.435,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01339TTTF,178518.328,551947.4,자족시설,huff_2yr,SD01340,0.066522,25.792,25.792,1.435,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01340TFTT,178557.5,551945.9,자족시설,huff_2yr,S01341TTTT,0.057533,23.986,23.986,1.318,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01341TTTT,178582.172,551946.7,자족시설,huff_2yr,S01342TTTT,0.09,30,30,0.928,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01342TTTT,178612.172,551946.7,자족시설,huff_2yr,SD01243,0.09,30,30,0.98,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01343TTTF,178636.672,551947.563,자족시설,huff_2yr,SD01244,0.056472,23.764,23.764,0.917,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01344TFFT,178677.641,551949.25,자족시설,huff_2yr,SD01245,0.027351,16.538,16.538,0.917,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01345TTFT,178702.9,551953.3,자족시설,huff_2yr,SD01246,0.047279,21.744,21.743,0.824,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01346TTFT,178732.922,551950.7,자족시설,huff_2yr,SD01247,0.065444,25.582,25.582,0.815,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01347TTFT,178762.672,551947.563,자족시설,huff_2yr,SD01247,0.084323,29.038,29.039,0.757,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01348TTTT,178792.172,551946.7,자족시설,huff_2yr,SD01249,0.09,30,30,0.752,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01349TTTT,178822.172,551946.7,자족시설,huff_2yr,SD01250,0.09,30,30,0.73,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01350FTTT,178851.938,551946.4,자족시설,huff_2yr,SD01251,0.087931,29.653,29.653,0.739,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01351FTTF,178881.266,551943.9,자족시설,huff_2yr,SD01251,0.070643,26.579,26.579,0.763,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01352FFTT,178918.641,551939.563,상업시설,huff_2yr,SD01252,0.023005,15.167,15.168,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01353FTTT,178941.313,551938.4,상업시설,huff_2yr,SD01253,0.033914,18.416,18.416,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01354FTTF,178970.938,551946.6,상업시설,huff_2yr,SD01254,0.027418,16.559,16.558,0.768,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01358FFFT,179103.109,551944.4,자족시설,huff_2yr,SD01259,0.018313,13.533,13.532,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01359TTFT,179122.25,551946.8,자족시설,huff_2yr,S01260TTTT,0.08943,29.905,29.905,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01360TTTT,179152.172,551946.7,자족시설,huff_2yr,S01261TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01361TTTT,179182.172,551946.7,자족시설,huff_2yr,SD01262,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01362TTTF,179208.641,551947.4,자족시설,huff_2yr,SD01263,0.068376,26.149,26.149,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01363TFTT,179247.219,551945.938,자족시설,huff_2yr,S01264TTTT,0.059298,24.351,24.351,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01364TTTT,179272.172,551946.7,자족시설,huff_2yr,S01265TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01365TTTT,179302.172,551946.7,자족시설,huff_2yr,S01266TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01366TTTT,179332.172,551946.7,자족시설,huff_2yr,SD01267,0.09,30,30,0.766,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01367TTTF,179358.719,551946.8,자족시설,huff_2yr,S01268TTTT,0.040036,20.009,20.009,0.766,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01368TTTT,179392.156,551946.7,공원,huff_2yr,S01268TTTT,0.089917,29.986,29.986,0.766,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01369TTTT,179411.3,551941.063,공원,huff_2yr,S01268TTTT,0.017342,13.169,13.169,0.766,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01438TTTT,178505.234,551925.1,녹지,huff_2yr,SD01439,0.005697,7.548,7.548,1.435,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01439TTTF,178517.547,551916.6,녹지,huff_2yr,SD01440,0.059058,24.302,24.302,1.435,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01440TFTT,178556.938,551917.5,공원,huff_2yr,S01441TTTT,0.060841,24.666,24.666,1.111,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01441TTTT,178582.172,551916.7,공원,huff_2yr,S01442TTTT,0.09,30,30,0.886,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01442TTTT,178612.172,551916.7,자족시설,huff_2yr,SD01343,0.09,30,30,0.821,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01443TTTF,178633.563,551917.938,자족시설,huff_2yr,SD01344,0.037504,19.366,19.366,0.917,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01444FFTT,178674.813,551915.938,자족복합용지,huff_2yr,SD01345,0.073636,27.136,27.136,0.765,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01445FTTT,178701.8,551916.063,자족복합용지,huff_2yr,SD01346,0.086161,29.353,29.353,0.837,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01446FTTT,178731.484,551913.2,자족복합용지,huff_2yr,SD01346,0.068466,26.166,26.166,0.815,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01447FTTT,178761.359,551910.25,자족복합용지,huff_2yr,S01348TTTT,0.050056,22.373,22.373,0.789,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01448FTTF,178792.2,551913.938,자족복합용지,huff_2yr,S01349TTTT,0.044847,21.177,21.177,0.746,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01449TFFT,178822.2,551920.3,자족시설,huff_2yr,SD01350,0.045316,21.287,21.288,0.71,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01450TTFT,178853.063,551922.7,자족시설,huff_2yr,SD01351,0.05323,23.072,23.071,0.729,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01451TTFF,178880.016,551920.438,자족시설,huff_2yr,SD01351,0.058079,24.1,24.099,0.769,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01452TFTT,178917.563,551915.9,상업시설,huff_2yr,SD01352,0.057148,23.906,23.905,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01453TTTT,178942.172,551916.7,상업시설,huff_2yr,SD01353,0.09,30,30,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01454TTTT,178972.172,551916.7,상업시설,huff_2yr,SD01354,0.09,30,30,0.768,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01455FTTT,179001.719,551915.9,상업시설,huff_2yr,SD01355,0.084717,29.106,29.106,0.768,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01456FTTF,179028.688,551913.25,상업시설,huff_2yr,SD01356,0.054422,23.329,23.328,0.765,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01458FFTT,179095.891,551905.938,자족시설,huff_2yr,SD01359,0.018079,13.446,13.446,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01459FTTF,179122.266,551914.1,자족시설,huff_2yr,S01360TTTT,0.016892,12.997,12.997,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01460TFFT,179154.125,551926.7,자족시설,huff_2yr,S01361TTTT,0.02847,16.873,16.873,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01461TTFT,179183.281,551923.1,자족시설,huff_2yr,SD01362,0.050783,22.535,22.535,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01462TTFF,179205.984,551921,자족시설,huff_2yr,SD01363,0.038534,19.63,19.63,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01463TFFT,179244.453,551916.25,자족시설,huff_2yr,S01364TTTT,0.076027,27.573,27.573,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01464TTTT,179272.172,551916.7,자족시설,huff_2yr,S01365TTTT,0.09,30,30,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01465TTTT,179302.172,551916.7,근생용지,huff_2yr,S01366TTTT,0.09,30,30,0.753,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01466TTTT,179332.172,551916.7,근생용지,huff_2yr,SD01367,0.09,30,30,0.766,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01467TTTF,179354.438,551916.5,근생용지,huff_2yr,S01368TTTT,0.039191,19.797,19.796,0.766,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01468TFTT,179392.375,551916.8,공원,huff_2yr,S01369TTTT,0.088802,29.8,29.799,0.766,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01469TTTT,179416.281,551915.3,공원,huff_2yr,S01569TTTT,0.053279,23.082,23.082,0.766,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01539TTTF,178522.4,551885.8,녹지,huff_2yr,SD01540,0.071492,26.738,26.738,1.193,0,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01540TFFT,178559,551889.2,자족시설,huff_2yr,S01441TTTT,0.034645,18.613,18.613,0.97,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01541TTTT,178582.172,551886.7,공원,huff_2yr,S01442TTTT,0.09,30,30,0.957,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01542TTTT,178612.172,551886.7,공원,huff_2yr,SD01443,0.09,30,30,0.917,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01543TTFF,178637.266,551886.438,공원,huff_2yr,SD01444,0.026391,16.245,16.246,0.917,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01544TFTT,178672.266,551886.6,공원,huff_2yr,SD01445,0.089444,29.907,29.907,0.793,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01545TTTT,178702.172,551886.7,공원,huff_2yr,SD01446,0.09,30,30,0.815,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01546TTTT,178732.172,551886.7,공원,huff_2yr,SD01446,0.09,30,30,0.768,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01547TTTT,178762.172,551886.7,자족복합용지,huff_2yr,SD01448,0.09,30,30,0.761,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01548TTTT,178792.172,551886.7,자족복합용지,huff_2yr,SD01449,0.09,30,30,0.753,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01549TTTT,178822.172,551886.7,자족복합용지,huff_2yr,SD01450,0.09,30,30,0.721,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01550FTTT,178851.625,551885.5,자족복합용지,huff_2yr,SD01450,0.082554,28.732,28.732,0.754,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01551FTTT,178881.438,551882.4,자족복합용지,huff_2yr,SD01451,0.063729,25.245,25.244,0.769,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01552TTTT,178913.344,551885.75,상업시설,huff_2yr,SD01452,0.081845,28.609,28.608,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01553TTTT,178942.172,551886.7,상업시설,huff_2yr,S01453TTTT,0.09,30,30,0.769,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01554TTTT,178972.172,551886.7,상업시설,huff_2yr,S01454TTTT,0.09,30,30,0.768,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01555TTTT,179002.172,551886.7,상업시설,huff_2yr,SD01455,0.09,30,30,0.77,100,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01556TTTF,179026.9,551887.438,공원,huff_2yr,SD01456,0.05794,24.071,24.07,0.76,15,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01557FFTT,179076.844,551872.9,자족시설,huff_2yr,SD01458,0.000178,1.335,1.333,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
S01558TTTT,179093.766,551885.938,자족시설,huff_2yr,SD01459,0.079852,28.258,28.258,0.723,85,0.055,0.65,0.5,1.5,25,OUTLET,100,0
